nu_notific;nome;sexo;data_nasc;idade;cpf;nome_mae
10511779;Marcos Cavalcanti Gomes;masculino;1952-02-18;70;848.593.097-58;Gisele Cavalcanti Gomes
10513345;Tiago Ribeiro Lima;masculino;1953-04-19;69;169.000.477-00;Taila Ribeiro Lima
10514022;Kai Ferreira Almeida;masculino;1965-07-03;57;932.194.694-26;Constancia Ferreira Almeida
10515486;Ana Almeida Santos;feminino;1937-10-16;84;357.578.747-67;Cremilda Almeida Santos
10521338;Felipe Araujo Cavalcanti;masculino;1960-01-31;62;500.222.454-72;Edilane Araujo Cavalcanti
10522155;Amanda Cunha Costa;feminino;1984-11-03;37;689.135.193-64;Taiana Cunha Costa
10522447;Ágatha Castro Araujo;feminino;1994-09-15;27;652.688.601-94;Isaura Medina
10524484;Vitória Cunha Correia;feminino;1998-08-26;23;630.343.271-96;Emanuelle Cunha Correia
10527092;Kaua Oliveira Almeida;masculino;1987-10-20;34;306.391.790-70;Rosilda Oliveira Almeida
10529974;Gabrielly Barbosa Ferreira;feminino;1945-10-15;76;799.113.238-20;Solange Barbosa Ferreira
1053049;Carlos Correia Rodrigues;masculino;1953-09-20;68;859.070.064-04;Michelli Correia Rodrigues
10531112;Ana Cunha Martins;feminino;1987-12-24;34;198.356.157-64;Ursula Cunha Martins
10532059;Ana Silva Rocha;feminino;2002-05-03;20;616.094.165-89;Erenice Silva Rocha
10532689;Letícia Correia Fernandes;feminino;1978-12-08;43;733.221.096-74;Cristiani Correia Fernandes
10534016;Marcos Gomes Ribeiro;masculino;1961-09-24;60;921.696.079-51;Layla Gomes Ribeiro
10535228;Gabriela Barbosa Rocha;feminino;1990-06-21;32;982.810.959-03;Anastacia Barbosa Rocha
10536403;Alex Silva Azevedo;masculino;1989-05-03;33;759.919.924-10;Tayane Silva Azevedo
10542459;Igor Dias Pinto;masculino;1963-11-18;58;727.601.029-55;Juana Dias Pinto
10544977;Kauê Martins Goncalves;masculino;1943-03-13;79;641.609.528-95;Jose Elisa
10548258;Vitória Alves Pereira;feminino;1952-09-04;69;671.884.044-02;Nely Rabello
10549649;José Correia Carvalho;masculino;1978-01-08;44;251.768.705-68;Rosenir Correia Carvalho
10550444;Larissa Cunha Melo;feminino;1988-03-20;34;249.124.110-27;Delci Flor
10551924;Vitor Carvalho Barros;masculino;1964-09-27;57;531.534.374-08;Talia Carvalho Barros
10552563;Ryan Melo Carvalho;masculino;1945-12-18;76;668.870.463-34;Aldineia da Aparecida
10558865;Gabrielle Silva Ferreira;feminino;1978-12-28;43;388.972.734-40;Anair Silva Ferreira
10560668;Vinícius Lima Araujo;masculino;1966-01-10;56;574.867.531-54;Jucicleide Lima Araujo
10563689;Marina Ferreira Cardoso;feminino;1978-09-02;43;255.578.806-90;Marjorie Ferreira Cardoso
10566750;Arthur Almeida Ribeiro;masculino;1949-09-04;72;373.703.047-28;Dirlene Almeida Ribeiro
10567123;Luana Barros Ribeiro;feminino;1976-12-19;45;858.380.644-63;Ivanilda Bahia
10568955;Lavinia Silva Martins;feminino;1974-04-25;48;933.919.011-44;Isis Silva Martins
10570689;João Silva Dias;masculino;1947-05-17;75;128.792.827-72;Marilza Silva Dias
10574897;Júlia Santos Fernandes;feminino;1981-12-31;40;628.170.472-06;Geraldina Santos Fernandes
10580702;Giovana Costa Oliveira;feminino;1977-05-16;45;398.889.632-28;Francisco Costa Oliveira
10582549;Thomás Pereira Fernandes;masculino;1966-09-24;55;517.992.631-93;Marcela Pereira Fernandes
10590705;Carla Barbosa Gomes;feminino;1966-02-01;56;356.820.242-57;Iris Barbosa Gomes
10592439;Mateus Dias Cardoso;masculino;1945-09-03;76;902.388.620-89;Raphaela Dias Cardoso
10596487;Igor Dias Santos;masculino;1978-08-10;43;611.792.312-01;Marlene Dias Santos
10598154;Matheus Goncalves Araujo;masculino;1997-03-09;25;989.308.676-00;Gessica Goncalves Araujo
10603513;Giovanna Pinto Cardoso;feminino;1963-11-01;58;425.215.530-42;Dioneia Pinto Cardoso
10603990;Fernanda Carvalho Azevedo;feminino;1996-01-07;26;392.000.669-09;Miriam Carvalho Azevedo
10604178;Kauã Cavalcanti Ferreira;masculino;2000-10-03;21;984.978.702-39;Silvia Cavalcanti Ferreira
10604964;Giovanna Cardoso Cavalcanti;feminino;1960-12-05;61;549.524.990-90;Darcy de Nazare
10605246;Vitór Carvalho Alves;masculino;1996-07-03;26;965.281.884-40;Joventina Carvalho Alves
10616886;Vinicius Dias Santos;masculino;1966-10-08;55;634.324.979-62;Elci Dias Santos
10617521;Fernanda Melo Silva;feminino;1942-05-31;80;378.203.867-38;Valdilene Melo Silva
10619656;Giovana Goncalves Carvalho;feminino;2000-08-26;21;903.546.016-28;Grasieli Goncalves Carvalho
10624645;Rodrigo Rodrigues Barbosa;masculino;2002-12-08;19;529.434.381-97;Vanderleia Rodrigues Barbosa
10625346;Martim Castro Martins;masculino;1965-08-27;56;655.627.660-00;Jocelina Castro Martins
10627378;Isabela Santos Goncalves;feminino;1955-03-24;67;556.975.817-85;Eleonora Santos Goncalves
10629028;Anna Castro Gomes;feminino;1937-01-08;85;990.201.797-56;Jucineia Castro Gomes
10629645;Mariana Gomes Souza;feminino;1939-09-05;82;384.139.969-02;Dioneia Gomes Souza
10630304;Júlio Barbosa Pereira;masculino;1991-11-01;30;722.388.221-27;Dominique Marcelino
10630412;Ana Castro Castro;feminino;1973-04-25;49;706.145.765-12;Marilena Castro Castro
10632455;Laura Cavalcanti Sousa;feminino;1957-01-14;65;416.447.371-16;Ingride Cavalcanti Sousa
10634295;Alice Sousa Rocha;feminino;1950-05-29;72;737.941.076-83;Darlene Sousa Rocha
10634810;Amanda Santos Rocha;feminino;2001-06-03;21;440.089.245-07;Nilza Santos Rocha
10636007;Camila Gomes Ribeiro;feminino;1949-09-09;72;360.583.792-10;Elizabethe Gomes Ribeiro
10637387;Rafaela Rocha Castro;feminino;1996-07-15;26;559.123.901-36;Pricila Rocha Castro
10640276;Rafaela Gomes Fernandes;feminino;1946-01-07;76;667.466.044-20;Ane Gomes Fernandes
10640359;Vitoria Sousa Barbosa;feminino;1937-01-01;85;534.180.129-65;Mara Sousa Barbosa
10644011;Caio Barbosa Cardoso;masculino;1976-10-20;45;173.591.400-21;Ellem Barbosa Cardoso
10646740;Sofia Lima Fernandes;feminino;1940-10-20;81;320.764.921-19;Doralice Lima Fernandes
10647838;Aline Barros Pinto;feminino;1961-07-31;61;318.969.643-89;Fernanda Barros Pinto
10648417;Nicolas Goncalves Lima;masculino;1981-03-10;41;275.220.153-24;Daiara Goncalves Lima
10648867;Júlio Rodrigues Lima;masculino;1956-05-30;66;598.347.966-09;Ediene Rodrigues Lima
10648918;Sarah Melo Sousa;feminino;1979-08-06;43;214.299.770-86;Loreni Melo Sousa
10649095;Lara Melo Oliveira;feminino;1937-09-21;84;645.570.877-60;Tauane Melo Oliveira
10651478;Giovana Ferreira Barbosa;feminino;2001-12-12;20;236.995.753-06;Margarida Mesquita
10652324;Isabela Ferreira Carvalho;feminino;1964-09-12;57;738.707.024-51;Lucidalva Lopes
10653223;Rodrigo Cunha Gomes;masculino;1986-01-11;36;374.220.578-15;Daisy Cunha Gomes
10655008;Larissa Costa Ferreira;feminino;1949-01-16;73;926.798.649-05;Felipe Costa Ferreira
10655396;Brenda Silva Lima;feminino;1979-11-29;42;541.286.547-01;Ingrede Silva Lima
10655493;João Alves Castro;masculino;1976-05-03;46;414.507.990-60;Aparecida Alexandre
10655493;Eduardo Ribeiro Fernandes;masculino;1967-08-05;55;697.134.675-07;Giovanna Ribeiro Fernandes
10657875;Raissa Alves Pereira;feminino;1975-02-20;47;177.290.931-97;Paula Gomes
10661259;Gabriela Cunha Cunha;feminino;1990-11-24;31;135.276.658-20;Caroline Cunha Cunha
10668363;Luiz Sousa Barros;masculino;1986-11-22;35;764.174.407-96;Marcia Sousa Barros
10668484;Douglas Alves Costa;masculino;1974-04-18;48;708.673.123-43;Cosma Alves Costa
10679610;Tiago Ferreira Carvalho;masculino;1949-01-19;73;636.087.078-91;Carlota Ferreira Carvalho
10684133;Thiago Costa Pinto;masculino;1960-05-06;62;772.153.911-08;Melissa Costa Pinto
10684494;Kauan Almeida Cardoso;masculino;1960-08-30;61;458.283.846-43;Cassia Almeida Cardoso
10687190;Eduardo Azevedo Almeida;masculino;1988-03-30;34;942.412.408-28;Edith Azevedo Almeida
10688943;Marcos Carvalho Barros;masculino;1991-11-16;30;838.335.177-19;Tifani de Jesus Santos
10691698;Luis Ferreira Dias;masculino;1944-02-25;78;274.285.132-19;Antonina Ferreira Dias
10691895;Letícia Ribeiro Alves;feminino;1985-11-27;36;560.657.684-80;Gilvania Ribeiro Alves
10692536;Vitór Ferreira Alves;masculino;1955-02-20;67;549.193.853-07;Zildete Ferreira Alves
10693997;Kauã Cunha Cardoso;masculino;1944-12-04;77;429.764.595-50;Vitoria Cunha Cardoso
10694092;Isabelle Pereira Martins;feminino;1992-08-26;29;684.130.063-76;Edila Pereira Martins
10696005;Thaís Carvalho Martins;feminino;1941-03-28;81;945.131.983-20;Cilene Carvalho Martins
10696167;Pedro Martins Cunha;masculino;1963-08-18;58;165.708.835-93;Flaviane Martins Cunha
10698218;Beatriz Correia Alves;feminino;1979-10-03;42;377.254.702-80;Leonilda Correia Alves
10698394;Evelyn Gomes Barros;feminino;1973-03-28;49;671.403.947-68;Corina Gomes Barros
10698869;Luiza Cavalcanti Silva;feminino;1948-04-25;74;460.289.808-46;Marcelle Hernandes
10701286;Marisa Souza Correia;feminino;1993-05-18;29;592.650.239-02;Sheyla Souza Correia
10702145;Tomás Oliveira Oliveira;masculino;1969-01-10;53;821.670.084-90;Edvania Oliveira Oliveira
10702937;Ana Melo Carvalho;feminino;1958-12-04;63;607.620.511-32;Ellen Melo Carvalho
10706877;Luis Azevedo Goncalves;masculino;1970-12-06;51;721.218.898-09;Isabela Azevedo Goncalves
10707504;Isabella Ferreira Cunha;feminino;1963-11-01;58;905.490.654-58;Adrieli Ferreira Cunha
10709881;Livia Oliveira Alves;feminino;1962-12-25;59;773.766.365-79;Karolaine Oliveira Alves
10711056;Alice Carvalho Souza;feminino;1976-09-16;45;807.332.764-31;Keite Carvalho Souza
10713392;Antônio Souza Costa;masculino;2000-01-06;22;213.348.547-34;Wanderleia Souza Costa
10714593;Matheus Dias Rodrigues;masculino;1961-08-03;61;107.206.536-30;Generosa Dias Rodrigues
10718530;Luís Ribeiro Pinto;masculino;1970-02-17;52;790.839.233-47;Ivana Henrique de Oliveira
10719576;Vitoria Fernandes Costa;feminino;1993-08-01;29;122.306.567-75;Neci Fernandes Costa
10720541;Bruna Dias Gomes;feminino;1978-10-10;43;848.194.128-09;Raysa de Sa
10723368;Luan Carvalho Oliveira;masculino;1973-06-21;49;194.266.938-07;Valquiria Carvalho Oliveira
10723962;Gabriela Dias Melo;feminino;1997-12-08;24;525.157.534-34;Yara Dias Melo
10725315;Lavinia Carvalho Rodrigues;feminino;1964-03-19;58;452.046.613-01;Izadora Carvalho Rodrigues
10725338;Daniel Sousa Correia;masculino;1948-06-26;74;686.259.268-86;Zelia Sousa Correia
10725782;Luiza Goncalves Rocha;feminino;1955-08-21;66;597.217.202-08;Carmosina Goncalves Rocha
10727007;Renan Santos Araujo;masculino;1937-12-29;84;850.145.512-11;Nivea Santos Araujo
10729942;Emilly Correia Alves;feminino;1946-03-20;76;504.837.475-48;Laurita Correia Alves
10739428;André Goncalves Sousa;masculino;1959-10-24;62;128.928.031-28;Aparecida Galdino
10744238;Nicolash Cunha Lima;masculino;1990-09-30;31;988.518.501-19;Joao Botelho
10745874;Mariana Gomes Fernandes;feminino;1958-04-23;64;860.926.260-04;Mirian Gomes Fernandes
10747190;Enzo Cavalcanti Barbosa;masculino;1976-10-12;45;209.392.481-15;Carol Cavalcanti Barbosa
10751484;Gabriel Costa Dias;masculino;1980-01-07;42;745.518.757-24;Ermelinda Costa Dias
10753324;Julian Lima Santos;masculino;1937-07-15;85;814.721.304-21;Izabel Dantas
10754115;Lavinia Ferreira Almeida;feminino;1966-02-09;56;883.300.179-23;Joyce Ferreira Almeida
10754995;Kauê Correia Azevedo;masculino;1976-07-08;46;530.256.189-14;Vanderlucia Correia Azevedo
10755828;Eduardo Goncalves Ribeiro;masculino;1943-06-14;79;524.989.445-32;Ludmila Goncalves Ribeiro
10757288;Rafael Martins Santos;masculino;1983-03-10;39;692.311.241-96;Girleide Martins Santos
10761262;Felipe Ferreira Santos;masculino;1958-04-11;64;511.607.840-00;Midian Ferreira Santos
10761939;Júlio Carvalho Almeida;masculino;1950-07-13;72;616.130.805-30;Thereza Carvalho Almeida
10762359;Pedro Rodrigues Ferreira;masculino;1968-03-21;54;561.746.793-06;Janaine Rodrigues Ferreira
10763330;Ágatha Correia Santos;feminino;2000-03-14;22;522.406.833-92;Vaneide Dornelas
10765154;Aline Cavalcanti Cardoso;feminino;1943-07-21;79;148.021.769-70;Mireli Marques
10767861;Manuela Rocha Oliveira;feminino;1969-06-17;53;880.459.859-09;Cirene Rocha Oliveira
10769045;Sarah Goncalves Barros;feminino;1986-01-21;36;573.165.100-05;Emilia Goncalves Barros
10774636;Anna Martins Costa;feminino;1994-08-28;27;204.782.870-89;Alana Martins Costa
10777034;Júlio Costa Dias;masculino;1975-12-24;46;195.111.736-00;Jucileide do Vale
10780848;Luiz Azevedo Cardoso;masculino;1945-08-07;77;624.433.395-05;Joselma Azevedo Cardoso
10781484;Luan Dias Gomes;masculino;1983-11-21;38;306.749.159-92;Islaine Dias Gomes
10784640;Nicole Santos Silva;feminino;1992-10-19;29;644.670.270-17;Daiani Santos Silva
10784702;Douglas Ferreira Melo;masculino;1965-02-06;57;171.851.237-63;Izabelle Ferreira Melo
10784838;Gabriel Silva Barros;masculino;1984-03-06;38;258.338.262-41;Erna Silva Barros
10790467;Ágatha Correia Lima;feminino;1966-02-27;56;426.449.293-93;Lis Correia Lima
10792224;Isabella Melo Cunha;feminino;1964-06-15;58;830.215.585-34;Jandira Melo Cunha
10794238;André Fernandes Silva;masculino;1994-06-30;28;656.619.691-98;Rachel Fernandes Silva
10800426;Matheus Carvalho Ribeiro;masculino;1957-02-03;65;645.450.146-90;Glaci Carvalho Ribeiro
10800506;Sophia Araujo Ribeiro;feminino;1964-07-02;58;861.507.031-85;Ereni Araujo Ribeiro
10802044;Bruno Carvalho Silva;masculino;1939-12-10;82;707.949.748-56;Mauricelia Neres
10802333;Giovana Alves Carvalho;feminino;1963-07-11;59;238.523.360-66;Lourdes da Paz
10805087;Luís Pinto Oliveira;masculino;1986-01-28;36;240.912.355-49;Rosinete Bentes
10805259;Pedro Barros Cardoso;masculino;1948-02-09;74;910.011.355-71;Eva Barros Cardoso
10806519;Emilly Silva Correia;feminino;1988-06-02;34;155.187.750-32;Raira Silva Correia
10814336;Vitor Rodrigues Pereira;masculino;2000-11-30;21;829.786.016-71;Firmina Rodrigues Pereira
10818950;Gabrielly Correia Dias;feminino;1956-09-02;65;123.036.411-01;Andrezza Correia Dias
10818969;Vitor Dias Barbosa;masculino;1999-09-27;22;199.499.308-12;Carol Caetano
10821146;Rodrigo Cavalcanti Barros;masculino;1936-11-30;85;274.705.934-03;Poliane Cavalcanti Barros
10823085;Breno Martins Almeida;masculino;1954-12-10;67;733.536.600-38;Renilde Pinto
10823319;Alex Lima Souza;masculino;1940-11-29;81;648.618.265-27;Alexandrina da Silva Pereira
10824830;Amanda Oliveira Almeida;feminino;1938-04-24;84;105.244.492-01;Aldenice Oliveira Almeida
10825168;Fábio Oliveira Santos;masculino;2000-03-18;22;886.392.515-17;Zenita Oliveira Santos
10826437;Alex Sousa Cavalcanti;masculino;1963-05-24;59;961.971.728-79;Joseilda Sousa Cavalcanti
10826907;Nicolash Correia Carvalho;masculino;1956-05-08;66;145.745.647-84;Franciele Correia Carvalho
10828900;Matheus Araujo Ferreira;masculino;1990-03-03;32;155.413.749-79;Ilana Araujo Ferreira
10829039;Otávio Barros Santos;masculino;1936-09-09;85;837.627.851-71;Kelli Barros Santos
10835662;Vinícius Pereira Araujo;masculino;1969-06-01;53;467.640.035-72;Soraya Pereira Araujo
10835675;Vinicius Lima Almeida;masculino;1978-10-21;43;145.803.091-11;Rosiana Lima Almeida
10836789;Leonor Costa Santos;feminino;1964-06-03;58;954.305.833-40;Goncala Costa Santos
10837461;Vinícius Ribeiro Silva;masculino;1980-08-26;41;734.990.296-42;Aurilene Ribeiro Silva
10839135;Enzo Sousa Rocha;masculino;1955-10-13;66;138.404.246-66;Claudiene Sousa Rocha
10839221;Diego Melo Melo;masculino;1994-01-28;28;911.578.797-48;Sidneia Melo Melo
10845192;Larissa Cardoso Azevedo;feminino;1997-06-20;25;277.056.665-29;Isabele Cardoso Azevedo
10846100;Matheus Pereira Sousa;masculino;1970-03-29;52;255.372.506-08;Adelina Pereira Sousa
10846658;Vinícius Martins Cavalcanti;masculino;1941-10-10;80;517.428.624-97;Gisela Martins Cavalcanti
10847408;Eduarda Barbosa Carvalho;feminino;1978-12-28;43;416.751.005-78;Alcione Barbosa Carvalho
10848100;Fábio Gomes Gomes;masculino;1955-09-27;66;434.524.592-33;Vanuza Gomes Gomes
10848570;Guilherme Ribeiro Martins;masculino;1980-03-26;42;874.157.019-76;Venina Juliao
10849149;Isabella Oliveira Carvalho;feminino;1954-07-04;68;828.588.323-07;Sintia Oliveira Carvalho
10850133;Camila Azevedo Santos;feminino;1987-10-02;34;461.542.770-08;Cilene Azevedo Santos
10851544;Julieta Correia Lima;feminino;1961-01-31;61;773.593.845-40;Nely Correia Lima
10851976;Sofia Carvalho Carvalho;feminino;1960-12-05;61;376.932.086-74;Renilde Souza
10852929;Victor Souza Costa;masculino;1965-01-31;57;627.986.021-30;Ivanilda Souza Costa
10853841;Gustavo Gomes Alves;masculino;1937-06-30;85;269.645.770-09;Jussara de Lima
10858275;Tomás Carvalho Rodrigues;masculino;1972-06-23;50;994.448.967-06;Deborah da Silva Pereira
10858913;Melissa Rocha Fernandes;feminino;1947-04-16;75;376.947.403-10;Ilza Guimaraes
10863112;Emily Oliveira Silva;feminino;1987-08-08;35;941.480.298-37;Michely Oliveira Silva
10864767;Brenda Barbosa Fernandes;feminino;2000-04-15;22;708.647.977-29;Valdemira Barbosa Fernandes
10868914;Otávio Barbosa Cavalcanti;masculino;1977-05-15;45;492.352.577-00;Iracy Barbosa Cavalcanti
10869889;Luiza Fernandes Souza;feminino;1941-03-12;81;558.489.266-11;Lusinete Fernandes Souza
10870678;Laura Azevedo Correia;feminino;1937-06-28;85;118.901.903-57;Magnolia Prudente
10870770;Luiza Correia Cardoso;feminino;1986-08-29;35;700.601.244-90;Ereni Correia Cardoso
10879067;Eduardo Santos Barbosa;masculino;1996-12-13;25;832.636.179-82;Telma Santos Barbosa
10881201;Ágatha Rodrigues Correia;feminino;1991-01-01;31;484.979.852-73;Thereza Rodrigues Correia
10881418;Kauã Pereira Castro;masculino;1945-06-19;77;584.879.909-16;Taissa Pereira Castro
10882006;Antônio Azevedo Fernandes;masculino;1945-10-28;76;706.852.445-12;Ivoni Azevedo Fernandes
10884655;Fábio Souza Ferreira;masculino;1971-02-20;51;797.621.845-05;Rosinha Souza Ferreira
10890592;Aline Goncalves Martins;feminino;1994-04-07;28;674.746.824-43;Lucineide Goncalves Martins
10895627;Gabriela Cunha Dias;feminino;1986-11-29;35;632.163.568-50;Carmosina Cunha Dias
10896883;Yasmin Araujo Carvalho;feminino;1973-07-30;49;878.064.895-92;Abadia Araujo Carvalho
10897015;Anna Oliveira Santos;feminino;2000-07-01;22;998.907.248-55;Teresinha Oliveira Santos
10897817;Anna Cunha Pereira;feminino;1969-07-29;53;384.155.133-56;Jamille Cunha Pereira
10898022;Vitór Castro Carvalho;masculino;1949-10-05;72;919.909.083-06;Suziane Castro Carvalho
10898657;Julian Sousa Gomes;masculino;1999-09-16;22;993.396.433-05;Joaquina Sousa Gomes
10904059;Maria Almeida Santos;feminino;1938-09-15;83;953.936.762-04;Natani Almeida Santos
10909865;Julia Carvalho Martins;feminino;1992-08-26;29;178.239.880-54;Edite de Padua
10914004;Letícia Barbosa Azevedo;feminino;1992-04-29;30;679.264.591-51;Isabelle Barbosa Azevedo
10916374;Sarah Castro Alves;feminino;1984-02-19;38;834.381.912-88;Rosilei Castro Alves
10918943;Nicolash Souza Costa;masculino;1948-03-26;74;651.696.440-86;Enir Souza Costa
10920659;Vitór Fernandes Fernandes;masculino;1976-12-25;45;429.739.867-29;Marilsa Fernandes Fernandes
10924657;Carolina Almeida Azevedo;feminino;1949-04-14;73;445.042.303-80;Samantha Almeida Azevedo
10926299;Joao Castro Azevedo;masculino;2003-05-10;19;151.324.354-32;Lurdes Narciso
10926878;Emily Almeida Correia;feminino;1986-11-05;35;165.261.505-94;Jeane Almeida Correia
10929713;Danilo Lima Lima;masculino;1984-08-12;37;277.031.659-13;Agatha Lima Lima
10929754;Júlio Costa Oliveira;masculino;1992-02-27;30;821.686.825-18;Iraci Costa Oliveira
10929978;Kai Barbosa Ribeiro;masculino;1966-01-13;56;250.056.112-74;Rossana Barbosa Ribeiro
10933283;Sofia Dias Melo;feminino;1953-05-16;69;700.753.043-50;Naeli Dias Melo
10933926;Vinicius Gomes Rodrigues;masculino;1998-06-29;24;790.931.920-78;Eulalia Gomes Rodrigues
10934960;Vinicius Cunha Dias;masculino;1999-04-22;23;763.394.052-23;Osmarina Cunha Dias
10937783;Júlio Melo Costa;masculino;1951-10-12;70;555.886.176-22;Kiara Melo Costa
10940028;Marisa Gomes Martins;feminino;1953-06-20;69;263.169.572-03;Jocelaine Gomes Martins
10941821;Joao Cardoso Fernandes;masculino;1982-01-13;40;451.724.047-91;Rose Cardoso Fernandes
10944912;Danilo Rodrigues Martins;masculino;1970-09-06;51;817.350.724-43;Elda Rodrigues Martins
10948543;Lara Correia Sousa;feminino;1983-03-06;39;884.085.226-39;Veridiana Correia Sousa
10952884;Leonor Silva Santos;feminino;1951-01-06;71;353.288.812-22;Gema Silva Santos
10953459;Rafaela Goncalves Souza;feminino;1992-03-10;30;536.610.628-16;Marileide Goncalves Souza
10954601;Sophia Cavalcanti Azevedo;feminino;1937-06-15;85;905.764.165-84;Ester Cavalcanti Azevedo
10956827;Amanda Rodrigues Sousa;feminino;1990-03-26;32;163.436.679-46;Olivia Rodrigues Sousa
10959076;Sarah Melo Melo;feminino;1997-12-27;24;484.983.887-16;Rosimere Melo Melo
10960349;Julian Cardoso Araujo;masculino;2000-06-06;22;767.974.417-30;Edith Cardoso Araujo
